iteration,i,j,Omega_curr,B_before,B_after,ell_before_B,B_ij_before,B_ji_before,delta_ij,delta_ji,chosen_direction,chosen_delta,B_ij_after,B_ji_after,ell_after_B,ell_after_Omega,B_improved,Omega_improved,B_contribution,Omega_contribution
10,0,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.79091721]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.26613753]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.26613753]
 [ 0.          0.          0.          0.        ]]",4.739435648531035,-0.006312144293175577,0.0,-0.006312144293175576,-0.00322697156278278,ij,-0.006312144293175576,-0.006312144293175576,0.0,4.739435648531035,4.739435648531035,True,True,0.0,0.0
11,3,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.79091721]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.26613753]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]",4.739435648531035,0.0,1.2661375319518569,0.0006024547533543112,1.2258655048924418,ji,1.2258655048924418,0.0,1.2258655048924418,4.73556431586559,4.73554925083628,True,True,-0.0038713326654455926,-1.5065029309369038e-05
12,2,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.71510942]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]",4.73554925083628,0.0,2.0080964674813773,0.0,2.00809646831452,ji,2.00809646831452,0.0,2.00809646831452,4.735549250836281,4.735549250836281,False,True,8.881784197001252e-16,0.0
13,1,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.71510942]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]",4.735549250836281,0.0,-0.006312144293175576,-0.00322697156278278,-0.006312144293175576,ji,-0.006312144293175576,0.0,-0.006312144293175576,4.735549250836281,4.735549250836281,True,True,0.0,0.0
14,2,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.71510942]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]",4.735549250836281,1.2258655048924418,0.0,1.2258655048924416,0.0006024546941695226,ij,1.2258655048924416,1.2258655048924416,0.0,4.735549250836282,4.735549250836282,False,True,8.881784197001252e-16,0.0
15,3,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.71510942]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.        ]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]",4.735549250836282,0.0,0.0,0.0,0.28230841400447176,ji,0.28230841400447176,0.0,0.28230841400447176,4.719290769502169,4.719020557483521,True,True,-0.01625848133411356,-0.00027021201864751987
16,2,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.39920357]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.2258655 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]",4.719020557483521,1.2258655048924416,0.0,1.154195970680927,0.0006024546941695226,ij,1.154195970680927,1.154195970680927,0.0,4.706248672504951,4.706082719313288,True,True,-0.012771884978570291,-0.00016595319166246014
17,2,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.15911247]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]",4.706082719313288,0.0,2.00809646831452,0.0,2.0080964683145206,ji,2.0080964683145206,0.0,2.0080964683145206,4.706082719313288,4.706082719313288,True,True,0.0,0.0
18,1,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.15911247]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]",4.706082719313288,0.0,-0.006312144293175576,-0.00322697156278278,-0.006312144293175576,ji,-0.006312144293175576,0.0,-0.006312144293175576,4.706082719313288,4.706082719313288,True,True,0.0,0.0
19,2,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.15911247]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]",4.706082719313288,1.154195970680927,0.0,1.1541959706809273,0.0006024546941694245,ij,1.1541959706809273,1.1541959706809273,0.0,4.706082719313288,4.706082719313288,True,True,0.0,0.0
20,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.15911247]]","[[ 0.         -0.00631214  2.00809647  0.46699545]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]",4.706082719313288,0.4669954491784528,0.0,0.6914469765652613,0.0,ij,0.6914469765652613,0.6914469765652613,0.0,4.700509707202528,4.700478416006325,True,True,-0.005573012110760445,-3.129119620304266e-05
21,1,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.05702478]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]",4.700478416006325,3.0001755497104368,0.0,3.000175549713125,0.25441397255574666,ij,3.000175549713125,3.000175549713125,0.0,4.700478416006324,4.700478416006325,True,False,-8.881784197001252e-16,8.881784197001252e-16
22,1,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.05702478]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]",4.700478416006325,0.0,-0.006312144293175576,-0.00322697156278278,-0.006312144293175576,ji,-0.006312144293175576,0.0,-0.006312144293175576,4.700478416006325,4.700478416006325,True,True,0.0,0.0
23,3,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.05702478]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.15419597]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]",4.700478416006325,0.0,1.1541959706809273,0.0006024546936752254,1.1348400690327411,ji,1.1348400690327411,0.0,1.1348400690327411,4.699511657175881,4.699510721346757,True,True,-0.0009667588304438368,-9.358291244154771e-07
24,2,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.03951287]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]",4.699510721346757,0.0,2.0080964683145206,0.0,2.0080964683145375,ji,2.0080964683145375,0.0,2.0080964683145375,4.6995107213467575,4.699510721346757,False,True,8.881784197001252e-16,-8.881784197001252e-16
25,0,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.03951287]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]",4.699510721346757,2.0080964683145375,0.0,2.0080964683145375,0.0,ij,2.0080964683145375,2.0080964683145375,0.0,4.699510721346757,4.699510721346757,True,True,0.0,0.0
26,1,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         9.03951287]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.28230841]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]",4.699510721346757,0.28230841400447176,0.0,0.5555351485545987,0.0,ij,0.5555351485545987,0.5555351485545987,0.0,4.683143257707781,4.682869370119045,True,True,-0.0163674636389759,-0.00027388758873581054
27,2,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.74360507]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.13484007]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]",4.682869370119045,1.1348400690327411,0.0,1.065476097475625,0.0006024546936740238,ij,1.065476097475625,1.065476097475625,0.0,4.6700089765336985,4.669840694983391,True,True,-0.012860393585346408,-0.0001682815503079027
28,3,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.51871266]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]",4.669840694983391,0.0,1.065476097475625,0.0006024546936740238,1.065476097475625,ji,1.065476097475625,0.0,1.065476097475625,4.669840694983391,4.669840694983391,True,True,0.0,0.0
29,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.51871266]]","[[ 0.         -0.00631214  2.00809647  0.69144698]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]",4.669840694983391,0.6914469765652613,0.0,0.8696495509572851,0.0,ij,0.8696495509572851,0.8696495509572851,0.0,4.666063649397252,4.666049311069563,True,True,-0.003777045586138783,-1.4338327688712127e-05
30,3,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.45436153]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]",4.666049311069563,0.0,0.8696495509572851,0.0,0.8696495509572854,ji,0.8696495509572854,0.0,0.8696495509572854,4.666049311069563,4.666049311069564,True,False,0.0,8.881784197001252e-16
31,0,3,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.45436153]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]",4.666049311069564,0.8696495509572854,0.0,0.8696495509572856,0.0,ij,0.8696495509572856,0.8696495509572856,0.0,4.666049311069564,4.666049311069562,True,True,0.0,-1.7763568394002505e-15
32,3,1,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.45436153]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.55553515]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]",4.666049311069562,0.0,0.5555351485545987,0.0,0.7637648112862914,ji,0.7637648112862914,0.0,0.7637648112862914,4.655884848885758,4.655780110686528,True,True,-0.010164462183804623,-0.00010473819922918182
33,3,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.28249346]]","[[ 0.         -0.00631214  2.00809647  0.86964955]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.87096393]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]",4.655780110686528,0.0,0.8696495509572856,0.0,0.8709639266345668,ji,0.8709639266345668,0.0,0.8709639266345668,4.655779899349217,4.655779899349174,True,True,-2.1133731120670518e-07,-4.3520742565306136e-14
34,3,2,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.28248996]]","[[ 0.         -0.00631214  2.00809647  0.87096393]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          1.0654761 ]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.87096393]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]",4.655779899349174,0.0,1.065476097475625,0.0006024546936740238,0.9971320053885748,ji,0.9971320053885748,0.0,0.9971320053885748,4.642599822892583,4.642422994063406,True,True,-0.013180076456590584,-0.00017682882917746667
35,1,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.06416225]]","[[ 0.         -0.00631214  2.00809647  0.87096393]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  0.87096393]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]",4.642422994063406,0.0,-0.006312144293175576,-0.00322697156278278,-0.006312144293175576,ji,-0.006312144293175576,0.0,-0.006312144293175576,4.642422994063406,4.642422994063406,True,True,0.0,0.0
36,3,0,"[[2.02641431 0.         0.         0.        ]
 [0.         3.96370366 0.         0.        ]
 [0.         0.         3.04642696 0.        ]
 [0.         0.         0.         8.06416225]]","[[ 0.         -0.00631214  2.00809647  0.87096393]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]","[[ 0.         -0.00631214  2.00809647  1.00691119]
 [ 0.          0.          3.00017555  0.76376481]
 [ 0.          0.          0.          0.99713201]
 [ 0.          0.          0.          0.        ]]",4.642422994063406,0.0,0.8709639266345668,0.0,1.0069111875404624,ji,1.0069111875404624,0.0,1.0069111875404624,4.640100899429264,4.640095490552712,True,True,-0.0023220946341417914,-5.408876551982189e-06
